transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,device_id,ip_address,is_fraud,out_degree,in_degree,total_sent,total_received,avg_sent,shared_device_count,shared_ip_count,fraud_out,fraud_in,total_degree
TXN00005937,2024-10-22 02:53:32,ACC000583,ACC000177,4692.24,CASH_OUT,f938ae6a-df9d,192.168.44.149,0,15,9,9962.15,8767.5,664.1433333333332,14,15,0,0,24
TXN00005938,2024-06-24 15:52:06,ACC000961,ACC000628,48.18,CASH_OUT,60642c3e-7a0a,192.168.4.192,0,12,9,4659.5599999999995,3733.56,388.2966666666667,12,12,0,0,21
TXN00005939,2024-12-07 18:59:16,ACC000892,ACC000327,339.93,CASH_OUT,b1948c6c-75f9,192.168.237.220,0,9,7,3717.67,2618.67,413.07444444444445,9,9,0,0,16
TXN00005940,2024-11-27 12:00:10,ACC000114,ACC000876,289.18,CASH_OUT,cc2bfbd8-8419,192.168.112.170,0,13,19,218523.73,299194.05999999994,16809.517692307694,13,13,7,11,32
TXN00005941,2024-02-03 12:37:05,ACC000550,ACC000766,232.18,DEBIT,c7085917-e7f2,192.168.19.119,0,9,17,8988.5,12202.420000000002,998.7222222222223,8,9,0,0,26
TXN00005942,2024-07-09 07:58:06,ACC000126,ACC000464,191.82,PAYMENT,31b94422-5f36,192.168.152.141,0,10,6,4852.02,1990.8400000000001,485.20199999999994,10,9,0,0,16
TXN00005943,2024-02-09 21:57:33,ACC000021,ACC000657,64.65,TRANSFER,1bda6358-448e,192.168.71.34,0,10,7,3081.6700000000005,3131.1,308.167,10,10,0,0,17
TXN00005944,2024-09-12 10:59:56,ACC000807,ACC000108,166.51,CASH_OUT,b1948c6c-75f9,192.168.87.30,0,13,8,5535.24,3353.6499999999996,425.7876923076922,13,13,0,0,21
TXN00005945,2024-03-14 07:27:15,ACC000794,ACC000738,56.37,TRANSFER,a33553bb-0da7,192.168.106.51,0,15,12,10395.160000000002,6129.42,693.0106666666666,15,14,0,0,27
TXN00005946,2024-07-09 03:41:21,ACC000207,ACC000312,855.48,TRANSFER,989f57d1-0f5d,192.168.2.227,0,8,8,5196.72,3069.6800000000003,649.5899999999999,8,8,0,0,16
TXN00005947,2024-05-25 13:11:00,ACC000519,ACC000505,265.42,DEBIT,824e60e2-f907,192.168.70.124,0,10,10,7360.600000000001,6192.179999999999,736.06,10,10,0,0,20
TXN00005948,2024-10-14 08:59:23,ACC000453,ACC000667,873.13,PAYMENT,e08ca288-dfcf,192.168.126.177,0,9,10,3936.06,6637.419999999999,437.34000000000003,9,9,0,0,19
TXN00005949,2024-11-12 06:12:13,ACC000749,ACC000239,302.26,CASH_OUT,767b8845-3697,192.168.194.246,0,8,11,3113.8200000000006,6242.17,389.2275000000001,8,8,0,0,19
TXN00005950,2024-06-19 17:12:38,ACC000779,ACC000486,1372.42,CASH_OUT,0d21b4b0-c079,192.168.21.177,0,10,7,4975.56,3335.7,497.5559999999999,10,10,0,0,17
TXN00005951,2024-09-24 19:12:44,ACC000096,ACC000238,181.77,TRANSFER,dc25df23-87a4,192.168.110.218,0,10,10,8500.15,5150.029999999999,850.0150000000001,9,10,0,0,20
TXN00005952,2024-04-10 00:54:15,ACC000637,ACC000935,506.28,CASH_OUT,2c52853e-ff0d,192.168.63.202,0,7,5,2379.6400000000003,2438.3599999999997,339.9485714285714,7,7,0,0,12
TXN00005953,2024-08-09 20:22:58,ACC000197,ACC000524,51.97,DEBIT,cddaf428-cd1d,192.168.80.242,0,6,12,2302.63,4789.7300000000005,383.7716666666667,6,6,0,0,18
TXN00005954,2024-12-29 20:35:53,ACC000992,ACC000023,796.06,PAYMENT,cda98a9c-5fc5,192.168.16.21,0,12,13,6232.580000000001,10703.529999999999,519.3816666666667,11,12,0,0,25
TXN00005955,2024-04-10 12:18:02,ACC000405,ACC000136,523.13,PAYMENT,c97c3221-ad4e,192.168.202.77,0,16,11,7055.51,5382.359999999999,440.96937499999996,15,15,0,0,27
TXN00005956,2024-06-21 09:10:52,ACC000993,ACC000040,1263.18,PAYMENT,b1213f4c-455f,192.168.226.17,0,17,13,8690.839999999998,6212.21,511.22588235294097,17,17,0,0,30
TXN00005957,2024-09-06 05:02:13,ACC000089,ACC000250,30455.36,CASH_OUT,6ee1d3a0-d86f,192.168.110.218,1,18,11,152071.02,139025.55,8448.39,16,17,5,5,29
TXN00005958,2024-03-31 07:03:50,ACC000461,ACC000472,4.67,CASH_OUT,9e95a39f-5db5,192.168.166.112,0,11,7,3827.8100000000004,2374.29,347.9827272727273,11,11,0,0,18
TXN00005959,2024-08-14 01:39:22,ACC000776,ACC000286,963.9,TRANSFER,61262a3f-c45f,192.168.134.247,0,15,10,5481.85,4090.0399999999995,365.4566666666667,15,13,0,0,25
TXN00005960,2024-01-27 14:43:57,ACC000724,ACC000706,165.69,CASH_OUT,022ad27f-f321,192.168.76.111,0,7,10,1300.36,2649.21,185.76571428571427,7,7,0,0,17
TXN00005961,2024-12-23 09:09:22,ACC000102,ACC000578,337.9,CASH_OUT,2729a899-98eb,192.168.239.111,0,19,18,9207.37,8361.359999999999,484.59842105263147,17,19,0,0,37
TXN00005962,2024-02-05 00:26:21,ACC000380,ACC000799,777.44,TRANSFER,5daad7bf-873a,192.168.21.187,0,11,8,7574.0,8398.5,688.5454545454546,11,10,0,0,19
TXN00005963,2024-06-03 20:04:53,ACC000060,ACC000636,577.78,CASH_OUT,34c0de9c-c58a,192.168.29.132,0,9,10,4355.87,5421.890000000001,483.98555555555555,9,9,0,0,19
TXN00005964,2024-09-18 06:14:19,ACC000101,ACC000977,141.29,PAYMENT,59c108e8-4e12,192.168.110.119,0,7,8,3954.9899999999993,2078.64,564.9985714285714,7,7,0,0,15
TXN00005965,2024-07-30 07:24:24,ACC000147,ACC000768,556.39,DEBIT,05dd7418-be8a,192.168.16.21,0,10,6,6317.929999999999,3434.63,631.793,10,10,0,0,16
TXN00005966,2024-12-30 03:37:57,ACC000028,ACC000601,640.11,DEBIT,8fb1cc99-313d,192.168.187.189,0,13,7,6179.78,2553.12,475.3676923076922,13,13,0,0,20
TXN00005967,2024-01-02 22:23:30,ACC000154,ACC000762,218.82,DEBIT,af559a81-d1f6,192.168.144.141,0,13,7,4740.3099999999995,1713.8,364.6392307692308,13,13,0,0,20
TXN00005968,2024-10-13 04:09:48,ACC000209,ACC000187,197.63,TRANSFER,75b74f5d-3987,192.168.174.160,0,11,12,5210.81,4728.7,473.71000000000004,11,11,0,0,23
TXN00005969,2024-06-23 05:53:08,ACC000507,ACC000862,2015.1,PAYMENT,a71524df-57c9,192.168.110.37,0,9,16,7586.2,10751.65,842.9111111111112,9,9,0,0,25
TXN00005970,2024-09-23 08:52:28,ACC000189,ACC000296,581.27,PAYMENT,1f07cc8e-3f6c,192.168.202.77,0,10,10,1644.5600000000002,6845.53,164.45600000000002,10,9,0,0,20
TXN00005971,2024-10-21 22:39:09,ACC000176,ACC000429,350.53,TRANSFER,03b97897-00a5,192.168.126.12,0,9,3,3488.25,2322.96,387.5833333333333,9,9,0,0,12
TXN00005972,2024-06-30 09:51:50,ACC000036,ACC000197,703.99,DEBIT,05fd3a57-1932,192.168.244.23,0,10,11,4225.37,8412.359999999999,422.53700000000003,10,10,0,0,21
TXN00005973,2024-01-20 16:01:33,ACC000101,ACC000704,641.54,TRANSFER,6078e6c8-201f,192.168.70.198,0,7,8,3954.9899999999993,2078.64,564.9985714285714,7,7,0,0,15
TXN00005974,2024-12-26 13:03:25,ACC000486,ACC000012,503.44,DEBIT,f5b89277-e651,192.168.16.21,0,9,5,3503.0,2516.59,389.2222222222222,9,9,0,0,14
TXN00005975,2024-12-13 22:55:12,ACC000665,ACC000220,20899.35,PAYMENT,c636bc8b-a263,192.168.21.177,1,18,19,203834.51,245415.81,11324.139444444443,16,15,9,9,37
TXN00005976,2024-02-09 16:42:49,ACC000797,ACC000035,459.34,CASH_OUT,04a5e86c-2731,192.168.138.36,0,22,13,9941.929999999998,4810.719999999999,451.90590909090906,22,22,0,0,35
TXN00005977,2024-04-10 14:25:35,ACC000798,ACC000811,709.4,DEBIT,7809e222-aafa,192.168.93.230,0,19,11,9903.820000000002,7843.64,521.2536842105263,17,19,0,0,30
TXN00005978,2024-01-02 08:46:19,ACC000738,ACC000138,1184.74,CASH_OUT,b1599e99-8ac9,192.168.243.84,0,13,12,6367.799999999998,4063.55,489.8307692307692,12,13,0,0,25
TXN00005979,2024-03-22 12:56:30,ACC000201,ACC000419,595.49,TRANSFER,71e6d585-8c03,192.168.72.6,0,8,13,3398.3500000000004,6191.92,424.79375000000005,8,8,0,0,21
TXN00005980,2024-04-06 18:02:10,ACC000010,ACC000347,779.61,CASH_OUT,100f6335-9d5b,192.168.24.165,0,8,9,3810.8299999999995,4543.39,476.35374999999993,8,8,0,0,17
TXN00005981,2024-04-03 08:59:54,ACC000030,ACC000061,495.09,PAYMENT,50c8214a-84a4,192.168.47.84,0,20,18,268147.54,164596.00000000003,13407.376999999999,16,18,9,7,38
TXN00005982,2024-02-02 10:29:12,ACC000139,ACC000341,444.98,TRANSFER,362203aa-4411,192.168.73.105,0,8,12,4217.489999999999,5317.79,527.18625,7,8,0,0,20
TXN00005983,2024-10-27 08:34:24,ACC000026,ACC000817,476.28,DEBIT,850a72ee-f3e7,192.168.70.198,0,11,11,5726.669999999999,6499.530000000001,520.6063636363637,11,10,0,0,22
TXN00005984,2024-08-05 08:54:46,ACC000091,ACC000194,68.53,TRANSFER,e933dfd0-09f7,192.168.71.79,0,10,8,4681.7,1697.3000000000002,468.17,9,10,0,0,18
TXN00005985,2024-09-07 18:15:40,ACC000670,ACC000462,1317.42,TRANSFER,acea1d42-22e1,192.168.40.211,0,15,14,8043.34,6344.099999999999,536.2226666666666,14,15,0,0,29
TXN00005986,2024-02-20 18:55:10,ACC000111,ACC000209,74.47,DEBIT,4023875c-35d7,192.168.247.31,0,15,7,7895.750000000001,4348.360000000001,526.3833333333334,15,14,0,0,22
TXN00005987,2024-05-10 21:32:27,ACC000579,ACC000042,949.44,DEBIT,c850ebc6-2838,192.168.202.44,0,11,8,5208.26,2473.9,473.47818181818184,11,11,0,0,19
TXN00005988,2024-05-13 00:40:23,ACC000905,ACC000077,472.11,DEBIT,7638412c-6680,192.168.86.244,0,7,9,4110.32,2941.5000000000005,587.1885714285714,7,7,0,0,16
TXN00005989,2024-09-30 00:51:43,ACC000145,ACC000190,200.25,CASH_OUT,cf8f74b7-a210,192.168.187.193,0,17,10,9131.63,4420.46,537.154705882353,17,16,0,0,27
TXN00005990,2024-03-01 22:52:20,ACC000323,ACC000891,1054.88,CASH_OUT,c8165ad5-35ee,192.168.11.50,0,14,11,5592.820000000001,4738.500000000001,399.48714285714294,13,14,0,0,25
TXN00005991,2024-04-30 15:18:51,ACC000344,ACC000203,34702.73,TRANSFER,bc1dd77a-372b,192.168.93.245,1,26,22,433562.10000000003,298123.16,16675.465384615385,20,22,14,13,48
TXN00005992,2024-03-22 08:24:18,ACC000583,ACC000171,216.88,TRANSFER,b6351af2-5048,192.168.71.34,0,15,9,9962.15,8767.5,664.1433333333332,14,15,0,0,24
TXN00005993,2024-01-06 10:20:57,ACC000485,ACC000854,126.4,CASH_OUT,72070ab1-fab7,192.168.4.192,0,13,9,7142.620000000001,4577.700000000001,549.4323076923076,12,12,0,0,22
TXN00005994,2024-01-16 18:04:15,ACC000313,ACC000250,248.33,PAYMENT,7c3d24ce-0bfd,192.168.102.209,0,11,5,4199.3099999999995,2669.81,381.7554545454546,11,10,0,0,16
TXN00005995,2024-01-14 03:36:23,ACC000844,ACC000230,912.48,CASH_OUT,8e212b98-26e7,192.168.110.168,0,12,5,5707.72,2174.33,475.6433333333333,12,12,0,0,17
TXN00005996,2024-09-20 18:43:48,ACC000877,ACC000805,248.32,CASH_OUT,9e5ea1d3-f777,192.168.229.73,0,13,9,3640.8600000000006,4558.82,280.06615384615384,12,13,0,0,22
TXN00005997,2024-10-20 04:30:03,ACC000147,ACC000095,620.97,TRANSFER,00f31701-18df,192.168.126.178,0,10,6,6317.929999999999,3434.63,631.793,10,10,0,0,16
TXN00005998,2024-06-30 23:49:05,ACC000147,ACC000350,872.56,CASH_OUT,3681ba10-2c26,192.168.120.179,0,10,6,6317.929999999999,3434.63,631.793,10,10,0,0,16
TXN00005999,2024-12-14 02:31:52,ACC000773,ACC000084,481.67,TRANSFER,eb20f763-5ad3,192.168.195.154,0,11,11,3619.8799999999997,7642.94,329.08000000000004,10,11,0,0,22
TXN00006000,2024-06-16 02:01:16,ACC000597,ACC000278,150.4,DEBIT,05fd3a57-1932,192.168.96.67,0,7,3,2628.1800000000003,1552.0300000000002,375.4542857142857,7,7,0,0,10
TXN00006001,2024-04-07 02:51:55,ACC000816,ACC000862,588.73,PAYMENT,b2349c74-bc91,192.168.127.7,0,10,11,3459.64,6643.76,345.964,10,10,0,0,21
TXN00006002,2024-05-24 12:19:55,ACC000384,ACC000631,573.7,PAYMENT,27f8e60b-106a,192.168.198.169,0,7,6,4131.18,2397.5199999999995,590.1685714285713,7,7,0,0,13
TXN00006003,2024-12-03 03:00:23,ACC000430,ACC000656,86.97,CASH_OUT,3ba9b586-f835,192.168.239.39,0,5,10,4645.43,4730.32,929.086,5,5,0,0,15
TXN00006004,2024-04-02 12:00:01,ACC000096,ACC000230,574.33,DEBIT,9e5ea1d3-f777,192.168.35.148,0,10,10,8500.15,5150.029999999999,850.0150000000001,9,10,0,0,20
TXN00006005,2024-02-11 22:23:04,ACC000080,ACC000667,774.1,CASH_OUT,100f6335-9d5b,192.168.80.28,0,16,9,6506.72,7109.919999999999,406.6699999999999,15,16,0,0,25
TXN00006006,2024-08-11 19:59:04,ACC000737,ACC000570,697.02,PAYMENT,725f108e-b669,192.168.30.95,0,10,8,6192.49,5353.749999999999,619.249,10,10,0,0,18
TXN00006007,2024-05-10 12:52:51,ACC000276,ACC000970,254.41,CASH_OUT,a568ed97-32e2,192.168.195.148,0,10,6,4306.030000000001,3544.0099999999998,430.603,9,10,0,0,16
TXN00006008,2024-03-23 02:33:23,ACC000598,ACC000553,756.49,DEBIT,c97c3221-ad4e,192.168.139.40,0,10,8,6133.33,5424.709999999999,613.333,10,10,0,0,18
TXN00006009,2024-01-20 18:30:03,ACC000037,ACC000134,43.56,TRANSFER,c701abc0-99c3,192.168.126.12,0,17,10,6484.850000000002,4435.679999999999,381.4617647058824,17,16,0,0,27
TXN00006010,2024-02-21 03:27:53,ACC000327,ACC000978,27.3,TRANSFER,0a8808f4-2ff7,192.168.216.112,0,11,10,4231.110000000001,3985.99,384.6463636363636,11,11,0,0,21
TXN00006011,2024-02-16 15:48:43,ACC000174,ACC000824,263.05,DEBIT,e44d9e76-d497,192.168.119.199,0,10,12,4720.19,9123.779999999999,472.019,9,10,0,0,22
TXN00006012,2024-08-04 09:50:44,ACC000775,ACC000719,523.18,DEBIT,3a927c56-ebe5,192.168.226.24,0,16,8,9149.44,2592.4,571.84,15,16,0,0,24
TXN00006013,2024-11-21 19:12:20,ACC000261,ACC000490,215.65,DEBIT,d8863690-43e7,192.168.113.229,0,12,10,4971.97,4355.990000000001,414.3308333333333,12,12,0,0,22
TXN00006014,2024-06-04 12:13:49,ACC000129,ACC000219,1189.54,TRANSFER,850a72ee-f3e7,192.168.244.23,0,17,9,10264.400000000001,3151.58,603.7882352941177,16,16,0,0,26
TXN00006015,2024-02-10 07:51:33,ACC000929,ACC000009,96.61,CASH_OUT,c2eeffdb-cd9f,192.168.156.150,0,7,8,4154.34,6024.48,593.4771428571428,7,7,0,0,15
TXN00006016,2024-12-19 20:43:50,ACC000319,ACC000467,1725.23,PAYMENT,35b23ab7-de30,192.168.187.193,0,13,10,7133.789999999999,6340.79,548.7530769230768,13,12,0,0,23
TXN00006017,2024-02-15 23:24:46,ACC000448,ACC000840,1195.81,TRANSFER,6639e37b-99af,192.168.112.238,0,14,10,8590.76,5646.669999999999,613.6257142857145,13,12,0,0,24
TXN00006018,2024-05-10 05:00:25,ACC000578,ACC000112,282.3,DEBIT,a57cc7b7-5b8b,192.168.130.33,0,7,11,1778.31,3619.7299999999996,254.0442857142857,7,7,0,0,18
TXN00006019,2024-05-08 11:37:04,ACC000298,ACC000634,914.42,TRANSFER,a9628361-6f0f,192.168.230.94,0,9,19,4101.6,10066.14,455.73333333333335,9,9,0,0,28
TXN00006020,2024-11-18 05:33:58,ACC000447,ACC000307,787.83,DEBIT,a29db1b6-69e2,192.168.199.163,0,7,10,5445.95,4287.34,777.9928571428571,7,7,0,0,17
TXN00006021,2024-05-31 01:45:15,ACC000584,ACC000754,965.9,PAYMENT,258a2ddd-e202,192.168.190.46,0,6,16,2836.96,8794.830000000002,472.82666666666665,6,5,0,0,22
TXN00006022,2024-06-24 19:04:42,ACC000402,ACC000622,320.21,PAYMENT,8fb1cc99-313d,192.168.81.28,0,11,9,6312.760000000001,5282.69,573.8872727272728,11,11,0,0,20
TXN00006023,2024-05-08 08:30:40,ACC000853,ACC000202,956.65,CASH_OUT,55d44f49-5f40,192.168.9.36,0,11,10,5093.740000000001,5475.16,463.0672727272728,10,10,0,0,21
TXN00006024,2024-01-08 17:07:45,ACC000553,ACC000275,177.76,CASH_OUT,60642c3e-7a0a,192.168.179.52,0,9,7,2907.1099999999997,2429.0499999999997,323.01222222222225,9,8,0,0,16
TXN00006025,2024-12-29 14:45:58,ACC000459,ACC000967,1142.95,PAYMENT,c636bc8b-a263,192.168.44.149,0,23,15,301972.7,215396.09,13129.247826086958,22,22,10,6,38
TXN00006026,2024-03-07 20:51:29,ACC000120,ACC000229,623.44,DEBIT,a57cc7b7-5b8b,192.168.73.105,0,10,4,8220.33,2150.51,822.033,10,10,0,0,14
TXN00006027,2024-02-09 21:41:53,ACC000326,ACC000280,33.76,PAYMENT,e44d9e76-d497,192.168.229.73,0,9,11,3843.2199999999993,5056.98,427.0244444444445,9,8,0,0,20
TXN00006028,2024-06-26 08:53:43,ACC000731,ACC000876,205.74,TRANSFER,74d3a1e7-084a,192.168.24.80,0,9,4,2959.8100000000004,656.28,328.86777777777775,9,8,0,0,13
TXN00006029,2024-04-08 01:17:17,ACC000170,ACC000204,1374.88,DEBIT,c850ebc6-2838,192.168.104.95,0,8,10,6868.77,2548.2499999999995,858.59625,8,8,0,0,18
TXN00006030,2024-08-10 15:37:12,ACC000702,ACC000961,186.32,TRANSFER,c850ebc6-2838,192.168.175.121,0,13,8,3842.86,3199.21,295.6046153846154,12,13,0,0,21
TXN00006031,2024-02-02 02:59:15,ACC000367,ACC000924,297.27,PAYMENT,19c4c7c6-a20d,192.168.22.196,0,6,9,1517.0100000000002,3466.9300000000003,252.83500000000004,6,6,0,0,15
TXN00006032,2024-09-26 18:04:48,ACC000779,ACC000223,236.01,TRANSFER,07e6a2c8-6571,192.168.114.58,0,10,7,4975.56,3335.7,497.5559999999999,10,10,0,0,17
TXN00006033,2024-09-02 15:54:46,ACC000018,ACC000561,691.76,PAYMENT,2d06eeba-b20a,192.168.154.92,0,8,3,2230.25,2114.32,278.78125,8,8,0,0,11
TXN00006034,2024-03-02 09:21:17,ACC000812,ACC000298,417.28,DEBIT,c850ebc6-2838,192.168.29.132,0,5,11,1579.62,4232.62,315.924,5,5,0,0,16
TXN00006035,2024-12-14 01:32:49,ACC000464,ACC000245,66.23,TRANSFER,68304263-889b,192.168.139.40,0,17,14,11883.66,8017.57,699.0388235294117,17,16,0,0,31
TXN00006036,2024-06-28 19:26:44,ACC000003,ACC000528,697.51,TRANSFER,e10d3388-048f,192.168.243.84,0,14,17,6192.679999999999,9432.86,442.33428571428567,13,14,0,0,31
TXN00006037,2024-02-08 22:12:10,ACC000124,ACC000258,31.44,TRANSFER,cf8f74b7-a210,192.168.194.246,0,10,8,5627.11,2246.64,562.711,9,9,0,0,18
TXN00006038,2024-07-26 14:34:53,ACC000023,ACC000593,744.84,PAYMENT,4e84114f-a579,192.168.87.30,0,14,15,9495.220000000001,10361.38,678.23,14,14,0,0,29
TXN00006039,2024-05-14 09:31:02,ACC000840,ACC000240,69.08,DEBIT,49b9da55-b3f5,192.168.135.12,0,9,6,6870.0,3357.97,763.3333333333334,9,9,0,0,15
TXN00006040,2024-10-02 03:23:29,ACC000206,ACC000956,359.7,DEBIT,c7085917-e7f2,192.168.96.67,0,13,6,9383.75,2659.0099999999998,721.8269230769231,13,13,0,0,19
TXN00006041,2024-03-19 13:39:44,ACC000757,ACC000733,361.09,DEBIT,ac717d81-e3d1,192.168.46.235,0,10,7,7881.82,4083.8099999999995,788.1819999999999,9,10,0,0,17
TXN00006042,2024-10-16 11:23:54,ACC000009,ACC000554,272.8,CASH_OUT,fb8562dc-bd8f,192.168.196.183,0,12,10,5188.8099999999995,3975.92,432.40083333333337,12,12,0,0,22
TXN00006043,2024-09-12 01:23:50,ACC000556,ACC000862,527.25,DEBIT,1597ed5b-09b1,192.168.63.202,0,9,9,5213.79,4876.810000000001,579.3100000000001,9,9,0,0,18
TXN00006044,2024-05-28 18:19:19,ACC000491,ACC000264,1410.08,TRANSFER,af559a81-d1f6,192.168.218.144,0,9,14,4167.0199999999995,5610.75,463.00222222222226,9,9,0,0,23
TXN00006045,2024-07-28 23:14:44,ACC000051,ACC000023,501.11,CASH_OUT,e41390c5-c4e4,192.168.247.31,0,11,10,8054.9400000000005,3084.66,732.2672727272727,11,11,0,0,21
TXN00006046,2024-08-12 00:11:17,ACC000700,ACC000224,924.6,TRANSFER,3500bdea-4550,192.168.179.52,0,12,8,5262.450000000001,2967.2,438.5375,12,11,0,0,20
TXN00006047,2024-01-23 04:01:38,ACC000911,ACC000099,277.7,PAYMENT,258a2ddd-e202,192.168.220.204,0,12,7,4345.88,3959.4799999999996,362.15666666666664,12,12,0,0,19
TXN00006048,2024-09-20 14:53:37,ACC000975,ACC000456,583.65,TRANSFER,1597ed5b-09b1,192.168.161.199,0,15,8,7748.780000000001,2092.6899999999996,516.5853333333334,15,15,0,0,23
TXN00006049,2024-10-26 16:02:11,ACC000535,ACC000903,183.62,TRANSFER,1597ed5b-09b1,192.168.104.103,0,7,7,2529.6400000000003,1695.8400000000001,361.37714285714287,7,7,0,0,14
TXN00006050,2024-09-01 07:43:14,ACC000678,ACC000618,1.17,CASH_OUT,d8863690-43e7,192.168.139.94,0,12,9,8652.59,4824.089999999999,721.0491666666667,12,11,0,0,21
TXN00006051,2024-04-01 13:55:48,ACC000710,ACC000265,34.94,PAYMENT,19c4c7c6-a20d,192.168.172.27,0,14,6,5756.610000000001,2923.08,411.18642857142856,13,13,0,0,20
TXN00006052,2024-06-08 20:14:33,ACC000777,ACC000587,447.38,TRANSFER,258b1f30-81ae,192.168.84.58,0,14,17,255301.24,307756.67999999993,18235.802857142855,13,11,10,9,31
TXN00006053,2024-04-22 14:35:09,ACC000193,ACC000651,19.79,TRANSFER,35b23ab7-de30,192.168.71.34,0,9,8,3862.68,5004.92,429.18666666666667,9,9,0,0,17
TXN00006054,2024-12-12 23:42:37,ACC000070,ACC000371,758.43,PAYMENT,824e60e2-f907,192.168.106.206,0,9,8,3877.9699999999993,3671.68,430.8855555555556,9,9,0,0,17
TXN00006055,2024-01-28 22:22:16,ACC000284,ACC000422,575.48,DEBIT,bbb0a032-89e2,192.168.182.199,0,17,28,273517.96,482236.39,16089.291764705884,17,16,10,18,45
TXN00006056,2024-01-11 19:07:48,ACC000329,ACC000384,214.04,CASH_OUT,8a826313-e7db,192.168.169.171,0,9,11,2379.91,6731.339999999999,264.4344444444444,9,9,0,0,20
TXN00006057,2024-08-16 03:32:03,ACC000290,ACC000595,51.11,DEBIT,cc2bfbd8-8419,192.168.88.111,0,15,10,7577.57,10526.529999999999,505.1713333333334,15,15,0,0,25
TXN00006058,2024-01-02 03:40:42,ACC000442,ACC000452,521.1,TRANSFER,435ff8f7-6a06,192.168.119.80,0,7,6,6046.6,3514.36,863.8,7,7,0,0,13
TXN00006059,2024-07-13 12:43:34,ACC000228,ACC000759,29430.66,CASH_OUT,49b9da55-b3f5,192.168.130.33,1,23,12,342082.11,105014.29000000002,14873.135217391307,22,21,12,4,35
TXN00006060,2024-10-10 11:31:27,ACC000902,ACC000659,482.53,PAYMENT,1ddd01b6-b1da,192.168.51.24,0,11,8,5702.4,3747.61,518.4000000000001,11,10,0,0,19
TXN00006061,2024-01-13 17:14:02,ACC000980,ACC000389,20721.56,PAYMENT,9e95a39f-5db5,192.168.134.247,1,24,15,335398.7800000001,186431.91999999998,13974.949166666667,21,21,10,7,39
TXN00006062,2024-05-17 05:19:13,ACC000942,ACC000141,948.97,DEBIT,7638412c-6680,192.168.141.117,0,10,10,3863.6600000000003,3513.31,386.366,10,10,0,0,20
TXN00006063,2024-04-11 13:35:20,ACC000610,ACC000944,520.64,TRANSFER,a33553bb-0da7,192.168.8.60,0,9,9,6243.32,5474.64,693.7022222222223,9,9,0,0,18
TXN00006064,2024-11-09 00:01:16,ACC000104,ACC000574,30055.25,CASH_OUT,5d839766-3ae6,192.168.110.218,1,20,17,217982.48,176413.65999999995,10899.124,20,19,7,9,37
TXN00006065,2024-06-03 19:06:14,ACC000512,ACC000908,266.57,CASH_OUT,b1599e99-8ac9,192.168.168.37,0,14,7,9955.970000000001,3791.8599999999997,711.1407142857142,13,12,0,0,21
TXN00006066,2024-07-20 09:48:49,ACC000705,ACC000332,1310.49,PAYMENT,9e95a39f-5db5,192.168.78.159,0,8,13,5943.26,5389.63,742.9075,8,8,0,0,21
TXN00006067,2024-02-24 09:00:38,ACC000808,ACC000934,497.52,PAYMENT,4134ec4a-45ac,192.168.60.10,0,13,13,4335.55,4272.71,333.5038461538461,13,13,0,0,26
TXN00006068,2024-04-05 01:16:01,ACC000203,ACC000095,32482.28,CASH_OUT,c636bc8b-a263,192.168.139.113,1,22,15,219374.85,167641.09999999998,9971.584090909093,19,18,10,6,37
TXN00006069,2024-09-30 20:45:43,ACC000465,ACC000017,46.4,TRANSFER,74d3a1e7-084a,192.168.218.72,0,14,11,5548.53,6914.73,396.3235714285714,14,14,0,0,25
TXN00006070,2024-04-30 13:40:34,ACC000163,ACC000634,146.41,PAYMENT,50c8214a-84a4,192.168.183.222,0,16,30,96527.18000000001,472431.3,6032.9487500000005,15,16,5,16,46
TXN00006071,2024-11-21 03:05:34,ACC000564,ACC000718,91.62,TRANSFER,19c4c7c6-a20d,192.168.126.12,0,6,11,3522.49,7726.219999999999,587.0816666666666,6,6,0,0,17
TXN00006072,2024-08-21 09:07:40,ACC000703,ACC000428,22.32,PAYMENT,b1599e99-8ac9,192.168.81.28,0,11,12,4045.07,7250.469999999999,367.7336363636364,11,11,0,0,23
TXN00006073,2024-07-19 07:36:54,ACC000805,ACC000646,771.05,TRANSFER,55d44f49-5f40,192.168.182.41,0,5,11,2147.24,6097.280000000001,429.448,5,5,0,0,16
TXN00006074,2024-07-31 11:51:12,ACC000293,ACC000681,663.63,TRANSFER,e44e0972-f477,192.168.189.173,0,8,7,3196.11,2814.4,399.5137500000001,8,8,0,0,15
TXN00006075,2024-08-20 07:00:52,ACC000062,ACC000475,70.07,PAYMENT,f245bc81-a8fc,192.168.195.211,0,14,11,3953.6600000000003,3826.359999999999,282.4042857142857,14,14,0,0,25
TXN00006076,2024-09-25 23:00:20,ACC000056,ACC000270,382.58,TRANSFER,4513b375-5a37,192.168.67.198,0,5,6,1265.22,1677.05,253.04400000000004,5,5,0,0,11
TXN00006077,2024-12-02 09:41:24,ACC000055,ACC000087,130.66,PAYMENT,0cb4e38b-fed0,192.168.41.145,0,7,12,819.9699999999999,5860.139999999999,117.13857142857142,7,7,0,0,19
TXN00006078,2024-02-19 03:19:33,ACC000534,ACC000146,158.78,TRANSFER,e82e9dd6-8fb5,192.168.17.246,0,10,7,3358.13,6269.68,335.813,10,10,0,0,17
